operating_period_id,line_factory_id,product_id,order_id,shift_id,machine_state_id,operator_id,work_order_status_id,timestamp,planned_qty,produced_qty,scrap_qty,cycle_time_s,oee,availability,performance,quality,maintenance_type_id,maintenance_due_date,vibration_mm_s,temperature_c,pressure_bar,energy_kwh
628,2,2,1908,1,1,6,3,2025-11-05T10:15:00.000+01:00,58,57,0,40.51,0.919,1.0,0.93,0.989,0,2025-11-07,2.164,39.28,6.56,12.47
629,1,2,911,1,1,14,3,2025-11-05T10:15:00.000+01:00,71,60,2,31.93,0.895,1.0,0.94,0.953,1,2025-11-12,1.68,36.24,6.66,13.049
630,0,1,266,1,1,4,3,2025-11-05T10:30:00.000+01:00,54,46,1,43.23,0.811,1.0,0.847,0.958,1,2025-11-07,1.248,33.8,6.59,10.909
631,2,2,267,1,1,11,3,2025-11-05T10:30:00.000+01:00,74,68,4,36.2,0.819,1.0,0.88,0.931,1,2025-11-07,1.891,39.59,6.47,12.352
632,1,0,159,1,1,4,0,2025-11-05T10:30:00.000+01:00,43,44,1,40.79,0.888,1.0,0.913,0.973,1,2025-11-06,2.551,40.54,6.88,11.501
633,0,2,1696,1,2,11,1,2025-11-05T10:45:00.000+01:00,52,15,1,37.83,0.71,0.718,1.061,0.931,2,2025-11-12,1.099,29.42,5.51,8.013
634,2,1,519,1,1,19,0,2025-11-05T10:45:00.000+01:00,60,61,3,34.39,0.794,1.0,0.839,0.946,3,2025-11-07,2.528,36.58,6.02,12.87
635,1,2,1388,1,1,17,3,2025-11-05T10:45:00.000+01:00,43,38,2,35.68,0.682,1.0,0.725,0.941,0,2025-11-12,1.988,37.02,6.24,11.301
636,0,1,800,1,1,13,3,2025-11-05T11:00:00.000+01:00,70,63,1,36.38,0.828,1.0,0.853,0.97,0,2025-11-19,1.368,36.06,6.56,11.582
637,2,0,1332,1,1,11,3,2025-11-05T11:00:00.000+01:00,43,37,2,43.82,0.748,1.0,0.791,0.945,2,2025-11-19,2.237,36.97,6.93,11.735
638,1,0,298,1,1,15,3,2025-11-05T11:00:00.000+01:00,51,50,1,33.83,0.703,1.0,0.726,0.968,1,2025-11-07,2.053,34.88,6.56,11.763
639,0,0,337,1,1,5,3,2025-11-05T11:15:00.000+01:00,68,63,3,25.62,0.831,1.0,0.885,0.94,0,2025-11-05,2.203,35.42,7.09,11.911
640,2,0,1237,1,1,18,0,2025-11-05T11:15:00.000+01:00,67,67,0,42.04,0.922,1.0,0.922,1.0,1,2025-11-05,1.949,37.26,6.6,12.523
641,1,1,1734,1,1,18,3,2025-11-05T11:15:00.000+01:00,47,45,3,29.09,0.994,1.0,1.073,0.926,1,2025-11-06,2.064,37.09,6.21,11.435
642,0,2,990,1,0,17,1,2025-11-05T11:30:00.000+01:00,59,10,0,36.75,0.455,0.507,0.922,0.975,1,2025-11-08,1.15,28.1,4.87,6.277
643,2,2,107,1,1,3,3,2025-11-05T11:30:00.000+01:00,41,40,0,44.75,0.871,1.0,0.889,0.98,1,2025-11-05,2.418,35.91,6.23,12.726
644,1,1,1878,1,1,16,3,2025-11-05T11:30:00.000+01:00,54,52,2,25.38,0.933,1.0,0.983,0.95,3,2025-11-05,1.774,38.77,6.63,12.325
645,0,2,1673,1,1,3,3,2025-11-05T11:45:00.000+01:00,72,69,1,32.97,0.752,1.0,0.768,0.979,2,2025-11-19,2.362,36.91,6.4,11.719
646,2,2,693,1,1,4,0,2025-11-05T11:45:00.000+01:00,40,41,3,40.64,1.0,1.0,1.087,0.926,1,2025-11-05,1.859,35.87,6.47,11.568
647,1,0,411,1,1,14,0,2025-11-05T11:45:00.000+01:00,77,80,4,40.96,0.827,1.0,0.873,0.947,1,2025-11-07,1.867,37.55,6.99,13.002
648,0,2,1493,1,1,16,3,2025-11-05T12:00:00.000+01:00,49,48,1,44.8,0.831,1.0,0.863,0.963,3,2025-11-08,1.59,34.37,6.64,10.826
649,2,2,426,1,1,2,3,2025-11-05T12:00:00.000+01:00,62,59,2,41.79,0.902,1.0,0.936,0.963,1,2025-11-07,3.075,35.69,6.56,11.261
650,1,2,1649,1,1,13,3,2025-11-05T12:00:00.000+01:00,40,36,1,39.08,0.775,1.0,0.804,0.964,1,2025-11-07,2.046,39.33,6.88,13.061
651,0,0,1031,1,2,4,1,2025-11-05T12:15:00.000+01:00,59,13,0,33.52,0.524,0.516,1.06,0.958,0,2025-11-19,0.93,32.73,5.09,7.358
652,2,0,135,1,1,6,3,2025-11-05T12:15:00.000+01:00,64,59,1,33.62,0.931,1.0,0.959,0.971,1,2025-11-08,1.378,39.53,6.45,11.674
653,1,0,1198,1,1,8,3,2025-11-05T12:15:00.000+01:00,67,57,2,26.17,0.748,1.0,0.786,0.952,0,2025-11-06,1.769,36.42,7.03,13.197
654,0,0,1431,1,1,12,3,2025-11-05T12:30:00.000+01:00,56,51,4,31.87,0.791,1.0,0.86,0.919,1,2025-11-06,1.989,41.09,6.71,12.627
655,2,0,1653,1,3,8,2,2025-11-05T12:30:00.000+01:00,51,3,0,44.95,0.445,0.511,0.906,0.962,1,2025-11-19,1.081,30.02,4.96,4.304
656,1,0,247,1,2,1,1,2025-11-05T12:30:00.000+01:00,41,12,0,27.82,0.75,0.761,1.042,0.945,1,2025-11-12,0.908,34.76,5.24,8.297
657,0,1,308,1,3,15,2,2025-11-05T12:45:00.000+01:00,56,0,0,35.13,0.633,0.686,0.983,0.939,1,2025-11-07,1.109,31.35,5.26,4.266
658,2,2,1303,1,2,3,1,2025-11-05T12:45:00.000+01:00,45,15,0,40.22,0.478,0.641,0.789,0.944,1,2025-11-07,1.158,32.98,4.6,7.74
659,1,2,324,1,1,9,3,2025-11-05T12:45:00.000+01:00,42,37,1,32.33,0.684,1.0,0.715,0.958,0,2025-11-07,2.26,38.29,5.97,12.97
660,0,2,991,1,1,2,0,2025-11-05T13:00:00.000+01:00,53,53,1,30.89,1.0,1.0,1.049,0.966,0,2025-11-06,2.018,41.99,6.17,12.713
661,2,2,589,1,1,8,0,2025-11-05T13:00:00.000+01:00,73,75,3,41.77,0.989,1.0,1.042,0.949,2,2025-11-06,2.47,38.35,6.34,12.794
662,1,2,1775,1,1,17,3,2025-11-05T13:00:00.000+01:00,71,68,2,26.43,0.969,1.0,1.004,0.965,2,2025-11-19,1.277,37.74,6.22,11.965
663,0,0,1150,1,1,5,0,2025-11-05T13:15:00.000+01:00,40,40,2,41.45,0.847,1.0,0.902,0.939,1,2025-11-08,1.068,39.51,6.66,12.925
664,2,2,1533,1,3,13,2,2025-11-05T13:15:00.000+01:00,54,6,0,34.12,0.687,0.829,0.852,0.973,1,2025-11-19,0.765,31.8,5.53,4.031
665,1,2,1471,1,1,0,3,2025-11-05T13:15:00.000+01:00,56,52,0,42.74,0.777,1.0,0.779,0.997,3,2025-11-06,1.762,40.16,6.76,12.597
666,0,2,1829,1,1,11,3,2025-11-05T13:30:00.000+01:00,65,62,1,43.03,0.719,1.0,0.736,0.977,1,2025-11-07,1.996,35.57,6.21,11.117
667,2,0,694,1,1,3,3,2025-11-05T13:30:00.000+01:00,57,51,4,38.04,0.688,1.0,0.754,0.912,3,2025-11-12,2.194,40.89,6.32,12.045
668,1,2,1525,1,1,17,3,2025-11-05T13:30:00.000+01:00,66,57,2,34.5,0.839,1.0,0.88,0.954,1,2025-11-12,2.511,36.83,6.95,12.501
669,0,2,1552,1,1,16,0,2025-11-05T13:45:00.000+01:00,40,41,1,40.09,0.89,1.0,0.933,0.953,2,2025-11-05,2.336,39.22,6.39,13.046
670,2,0,1516,1,1,12,3,2025-11-05T13:45:00.000+01:00,47,45,1,27.55,0.895,1.0,0.918,0.975,0,2025-11-08,2.412,36.58,6.15,12.859
671,1,0,1319,1,1,4,3,2025-11-05T13:45:00.000+01:00,63,62,1,38.4,0.977,1.0,0.993,0.983,0,2025-11-05,1.878,39.38,6.97,12.21
672,0,1,1624,2,1,7,0,2025-11-05T14:00:00.000+01:00,62,63,3,39.05,1.0,1.0,1.087,0.942,3,2025-11-08,2.618,43.06,6.38,11.52
673,2,2,365,2,1,19,3,2025-11-05T14:00:00.000+01:00,75,70,3,27.61,0.752,1.0,0.797,0.944,1,2025-11-12,2.117,38.35,6.43,11.384
674,1,1,179,2,1,6,0,2025-11-05T14:00:00.000+01:00,46,46,1,33.53,0.882,1.0,0.911,0.969,2,2025-11-19,2.035,37.47,6.4,11.667
675,0,1,1080,2,3,15,2,2025-11-05T14:15:00.000+01:00,71,9,0,40.86,0.44,0.477,0.951,0.969,2,2025-11-08,1.945,34.68,5.14,4.262
676,2,0,742,2,1,1,0,2025-11-05T14:15:00.000+01:00,60,62,0,41.51,1.0,1.0,1.075,0.993,1,2025-11-12,1.585,36.0,7.07,12.727
677,1,2,584,2,1,13,3,2025-11-05T14:15:00.000+01:00,48,43,2,26.11,0.712,1.0,0.75,0.949,2,2025-11-05,1.598,34.44,6.12,11.998
678,0,0,1940,2,1,10,3,2025-11-05T14:30:00.000+01:00,63,60,2,39.61,0.763,1.0,0.791,0.964,2,2025-11-12,1.896,36.33,6.83,11.045
679,2,0,882,2,1,4,3,2025-11-05T14:30:00.000+01:00,51,50,0,27.05,0.978,1.0,0.995,0.983,0,2025-11-08,1.83,40.31,6.76,11.881
680,1,0,1641,2,1,6,3,2025-11-05T14:30:00.000+01:00,52,46,1,26.82,0.727,1.0,0.752,0.968,0,2025-11-06,2.398,40.71,6.35,11.375
681,0,0,629,2,1,10,0,2025-11-05T14:45:00.000+01:00,55,56,1,32.2,0.696,1.0,0.718,0.969,3,2025-11-12,1.581,39.83,6.58,11.179
682,2,0,299,2,1,15,0,2025-11-05T14:45:00.000+01:00,63,63,2,28.16,1.0,1.0,1.044,0.966,1,2025-11-06,2.337,36.73,6.48,11.874
683,1,2,1343,2,1,7,0,2025-11-05T14:45:00.000+01:00,60,62,1,38.7,1.0,1.0,1.035,0.973,2,2025-11-19,1.967,41.18,6.38,12.498
684,0,0,599,2,1,19,3,2025-11-05T15:00:00.000+01:00,78,77,5,41.42,0.735,1.0,0.79,0.931,2,2025-11-06,1.735,38.26,6.25,12.898
685,2,1,220,2,1,7,0,2025-11-05T15:00:00.000+01:00,57,57,2,32.53,0.937,1.0,0.978,0.958,3,2025-11-12,1.94,34.21,6.48,11.406
686,1,2,584,2,1,1,0,2025-11-05T15:00:00.000+01:00,71,72,5,44.66,0.947,1.0,1.023,0.926,3,2025-11-08,1.516,37.29,6.22,11.184
687,0,0,1051,2,1,13,3,2025-11-05T15:15:00.000+01:00,50,44,1,27.51,0.744,1.0,0.776,0.959,0,2025-11-08,2.666,37.4,6.22,10.876
688,2,1,71,2,3,18,2,2025-11-05T15:15:00.000+01:00,78,4,0,25.48,0.716,0.797,0.932,0.964,0,2025-11-08,1.038,32.5,5.14,4.1
689,1,0,1947,2,1,5,3,2025-11-05T15:15:00.000+01:00,74,65,2,33.14,0.77,1.0,0.805,0.956,3,2025-11-12,2.386,37.7,6.31,13.151
690,0,2,1553,2,3,9,2,2025-11-05T15:30:00.000+01:00,40,4,0,29.73,0.502,0.525,1.001,0.956,1,2025-11-06,0.98,32.74,5.47,3.94
691,2,0,1320,2,1,10,3,2025-11-05T15:30:00.000+01:00,76,67,3,42.58,0.982,1.0,1.034,0.949,1,2025-11-08,2.096,40.41,6.25,11.351
692,1,0,867,2,1,0,3,2025-11-05T15:30:00.000+01:00,42,35,1,38.47,0.909,1.0,0.938,0.969,0,2025-11-07,1.865,34.87,6.18,11.507
693,0,0,729,2,1,13,0,2025-11-05T15:45:00.000+01:00,75,76,3,42.59,0.682,1.0,0.716,0.953,0,2025-11-05,2.455,41.18,6.88,13.171
694,2,2,1864,2,0,3,1,2025-11-05T15:45:00.000+01:00,60,8,0,37.78,0.564,0.834,0.724,0.935,2,2025-11-05,0.894,31.51,5.02,6.487
695,1,1,1344,2,1,4,0,2025-11-05T15:45:00.000+01:00,70,72,2,44.51,1.0,1.0,1.049,0.96,0,2025-11-06,2.372,39.0,6.72,12.868
696,0,0,380,2,1,8,3,2025-11-05T16:00:00.000+01:00,49,46,1,26.47,0.757,1.0,0.778,0.973,1,2025-11-07,2.599,38.6,6.48,11.965
697,2,0,391,2,1,8,3,2025-11-05T16:00:00.000+01:00,51,45,1,37.38,0.884,1.0,0.912,0.97,2,2025-11-06,1.739,37.61,6.58,12.629
698,1,0,1928,2,1,6,0,2025-11-05T16:00:00.000+01:00,40,40,0,25.16,0.961,1.0,0.977,0.983,2,2025-11-06,2.035,39.22,6.67,11.574
699,0,0,889,2,1,9,0,2025-11-05T16:15:00.000+01:00,74,74,2,27.39,1.0,1.0,1.07,0.968,1,2025-11-07,2.155,37.77,6.56,10.986
700,2,0,682,2,4,8,3,2025-11-05T16:15:00.000+01:00,50,8,0,29.28,0.657,0.689,1.012,0.943,0,2025-11-07,1.092,34.64,5.46,5.323
701,1,1,1345,2,1,14,3,2025-11-05T16:15:00.000+01:00,56,52,0,34.37,1.0,1.0,1.096,0.982,1,2025-11-08,1.279,35.8,6.26,12.933
702,0,1,1798,2,1,13,3,2025-11-05T16:30:00.000+01:00,69,65,2,42.88,1.0,1.0,1.086,0.961,0,2025-11-08,1.89,37.74,6.46,12.924
703,2,0,820,2,1,0,3,2025-11-05T16:30:00.000+01:00,57,50,2,29.0,1.0,1.0,1.089,0.942,1,2025-11-05,2.132,39.03,6.25,11.64
704,1,1,957,2,1,0,3,2025-11-05T16:30:00.000+01:00,58,53,0,40.47,0.75,1.0,0.758,0.989,1,2025-11-08,2.461,38.38,6.3,11.913
705,0,0,1742,2,2,1,1,2025-11-05T16:45:00.000+01:00,63,19,0,42.37,0.829,0.862,0.977,0.984,1,2025-11-08,1.04,32.49,5.13,8.2
706,2,2,1220,2,1,3,3,2025-11-05T16:45:00.000+01:00,59,56,1,39.74,0.682,1.0,0.701,0.972,1,2025-11-08,2.919,38.76,7.09,11.425
707,1,0,1941,2,1,18,3,2025-11-05T16:45:00.000+01:00,44,38,1,33.01,0.738,1.0,0.771,0.956,0,2025-11-08,2.298,35.96,6.64,10.803
708,0,0,1534,2,1,5,3,2025-11-05T17:00:00.000+01:00,72,69,4,26.26,0.815,1.0,0.87,0.937,2,2025-11-07,1.421,38.11,6.18,10.837
709,2,2,447,2,4,11,3,2025-11-05T17:00:00.000+01:00,43,12,0,25.85,0.484,0.573,0.884,0.955,0,2025-11-12,0.727,29.7,5.95,5.82
710,1,2,1554,2,3,14,2,2025-11-05T17:00:00.000+01:00,42,5,0,33.64,0.547,0.687,0.839,0.949,1,2025-11-06,1.835,34.32,5.11,3.861
711,0,1,1555,2,1,14,0,2025-11-05T17:15:00.000+01:00,47,47,1,29.23,0.83,1.0,0.857,0.968,1,2025-11-12,1.743,39.01,6.71,10.954
712,2,2,1697,2,1,17,3,2025-11-05T17:15:00.000+01:00,64,61,3,28.74,0.912,1.0,0.962,0.948,1,2025-11-19,2.329,38.95,6.38,11.702
713,1,0,1042,2,1,10,3,2025-11-05T17:15:00.000+01:00,53,45,2,34.29,1.0,1.0,1.058,0.953,1,2025-11-19,1.54,39.82,6.28,11.454
714,0,0,51,2,1,12,3,2025-11-05T17:30:00.000+01:00,75,73,1,33.52,1.0,1.0,1.078,0.979,0,2025-11-08,1.892,39.73,6.37,11.323
715,2,0,1289,2,1,7,3,2025-11-05T17:30:00.000+01:00,48,41,2,40.12,0.8,1.0,0.853,0.938,2,2025-11-08,2.265,41.68,6.83,11.787
716,1,2,535,2,1,14,0,2025-11-05T17:30:00.000+01:00,77,80,3,31.9,0.686,1.0,0.714,0.961,2,2025-11-12,1.906,38.09,6.25,12.1
717,0,0,1304,2,1,2,3,2025-11-05T17:45:00.000+01:00,71,70,5,32.82,0.677,1.0,0.736,0.919,3,2025-11-07,1.985,38.82,5.96,12.301
718,2,1,160,2,1,18,3,2025-11-05T17:45:00.000+01:00,42,38,1,42.32,1.0,1.0,1.056,0.964,1,2025-11-08,1.898,40.6,6.64,11.448
719,1,2,743,2,1,11,3,2025-11-05T17:45:00.000+01:00,65,64,1,36.99,0.715,1.0,0.732,0.977,1,2025-11-06,1.255,37.65,6.7,11.489
720,0,2,673,2,1,6,3,2025-11-05T18:00:00.000+01:00,60,55,3,33.22,0.719,1.0,0.766,0.938,1,2025-11-07,2.098,39.5,6.66,11.29
721,2,2,136,2,2,19,1,2025-11-05T18:00:00.000+01:00,70,28,1,39.38,0.729,0.869,0.874,0.96,1,2025-11-07,1.243,33.62,5.17,8.057
722,1,0,1432,2,1,1,3,2025-11-05T18:00:00.000+01:00,51,44,1,30.05,0.823,1.0,0.85,0.969,0,2025-11-06,2.26,37.35,6.92,12.831
723,0,2,938,2,1,5,3,2025-11-05T18:15:00.000+01:00,48,46,2,34.76,0.767,1.0,0.804,0.955,1,2025-11-12,2.173,37.49,6.29,12.611
724,2,0,1118,2,1,5,3,2025-11-05T18:15:00.000+01:00,53,49,1,28.45,0.692,1.0,0.708,0.977,1,2025-11-06,2.022,38.1,7.02,10.876
725,1,2,1674,2,1,10,3,2025-11-05T18:15:00.000+01:00,63,61,1,36.77,1.0,1.0,1.069,0.971,1,2025-11-07,2.713,36.54,6.77,12.595
726,0,1,268,2,1,7,3,2025-11-05T18:30:00.000+01:00,79,69,2,26.09,0.93,1.0,0.963,0.966,1,2025-11-06,1.876,37.84,6.78,12.809
727,2,2,146,2,1,4,3,2025-11-05T18:30:00.000+01:00,71,68,3,39.35,0.895,1.0,0.945,0.948,1,2025-11-07,1.096,38.35,6.32,11.228
728,1,1,1043,2,1,14,3,2025-11-05T18:30:00.000+01:00,60,54,3,34.1,0.786,1.0,0.844,0.932,1,2025-11-19,1.781,38.4,6.65,11.503
729,0,1,1717,2,1,0,3,2025-11-05T18:45:00.000+01:00,79,78,2,27.18,0.864,1.0,0.889,0.972,0,2025-11-07,2.093,38.94,6.25,12.601
730,2,1,427,2,1,14,3,2025-11-05T18:45:00.000+01:00,45,39,0,43.67,0.765,1.0,0.778,0.983,1,2025-11-06,1.905,38.33,6.48,12.635
731,1,2,381,2,1,11,3,2025-11-05T18:45:00.000+01:00,42,41,1,42.84,1.0,1.0,1.088,0.961,1,2025-11-06,2.022,39.13,6.68,12.687
732,0,0,1776,2,0,14,1,2025-11-05T19:00:00.000+01:00,46,4,0,27.35,0.712,0.725,1.04,0.944,3,2025-11-08,0.935,28.19,5.66,6.518
733,2,2,1295,2,3,0,2,2025-11-05T19:00:00.000+01:00,65,5,0,31.05,0.418,0.492,0.901,0.942,3,2025-11-05,1.085,32.23,5.15,4.293
734,1,2,1920,2,1,16,3,2025-11-05T19:00:00.000+01:00,49,48,0,42.44,0.858,1.0,0.858,1.0,1,2025-11-12,1.77,37.06,6.18,11.6
735,0,1,94,2,1,4,0,2025-11-05T19:15:00.000+01:00,64,64,2,44.92,0.712,1.0,0.747,0.954,1,2025-11-08,1.998,38.43,5.77,12.839
736,2,0,60,2,4,4,3,2025-11-05T19:15:00.000+01:00,53,12,0,37.64,0.706,0.82,0.881,0.977,0,2025-11-08,1.372,27.99,4.58,5.849
737,1,0,269,2,1,11,3,2025-11-05T19:15:00.000+01:00,47,42,0,35.56,0.768,1.0,0.786,0.976,0,2025-11-12,1.665,39.78,6.47,12.923
738,0,2,412,2,1,14,0,2025-11-05T19:30:00.000+01:00,62,65,1,33.52,0.962,1.0,0.992,0.97,3,2025-11-19,1.358,39.03,6.51,12.298
739,2,2,600,2,1,5,3,2025-11-05T19:30:00.000+01:00,40,34,1,33.87,0.989,1.0,1.04,0.951,1,2025-11-06,1.89,37.56,6.73,10.984
740,1,0,848,2,4,13,3,2025-11-05T19:30:00.000+01:00,74,28,1,44.49,0.317,0.311,1.079,0.945,0,2025-11-08,1.044,32.8,5.09,5.356
741,0,0,309,2,1,11,0,2025-11-05T19:45:00.000+01:00,60,60,2,36.2,0.907,1.0,0.953,0.952,1,2025-11-12,1.825,34.88,6.02,11.381
742,2,0,1729,2,1,5,3,2025-11-05T19:45:00.000+01:00,78,66,3,41.55,0.829,1.0,0.871,0.951,0,2025-11-06,1.614,41.98,7.07,12.339
743,1,1,1704,2,1,7,3,2025-11-05T19:45:00.000+01:00,42,36,0,41.42,0.804,1.0,0.81,0.992,1,2025-11-19,1.752,39.23,6.23,12.712
744,0,0,1213,2,1,7,3,2025-11-05T20:00:00.000+01:00,68,65,2,38.85,0.774,1.0,0.801,0.966,1,2025-11-12,1.873,37.0,6.61,11.655
745,2,1,87,2,1,17,3,2025-11-05T20:00:00.000+01:00,68,65,1,41.2,0.735,1.0,0.751,0.979,3,2025-11-07,1.817,36.29,6.45,12.612
746,1,0,1743,2,1,9,0,2025-11-05T20:00:00.000+01:00,40,41,1,36.64,0.87,1.0,0.909,0.957,0,2025-11-06,2.021,34.95,6.67,11.594
747,0,2,966,2,1,8,3,2025-11-05T20:15:00.000+01:00,56,49,1,32.53,0.898,1.0,0.93,0.966,1,2025-11-08,1.596,40.0,6.77,10.865
748,2,1,1597,2,3,12,2,2025-11-05T20:15:00.000+01:00,47,1,0,39.53,0.842,0.914,0.944,0.975,1,2025-11-05,1.549,31.55,4.96,4.173
749,1,2,721,2,1,17,3,2025-11-05T20:15:00.000+01:00,66,57,4,31.38,0.658,1.0,0.721,0.913,0,2025-11-08,1.471,39.9,6.58,11.75
750,0,2,858,2,1,4,3,2025-11-05T20:30:00.000+01:00,74,67,1,28.74,0.882,1.0,0.902,0.978,0,2025-11-05,2.418,37.87,6.37,12.838
751,2,0,1185,2,1,15,3,2025-11-05T20:30:00.000+01:00,54,49,4,43.33,0.858,1.0,0.951,0.902,1,2025-11-08,1.995,38.96,6.5,12.817
752,1,2,1653,2,1,5,3,2025-11-05T20:30:00.000+01:00,73,64,1,25.12,0.839,1.0,0.855,0.981,2,2025-11-07,2.176,39.57,6.03,11.466
753,0,0,1893,2,1,8,0,2025-11-05T20:45:00.000+01:00,66,68,3,29.7,0.699,1.0,0.74,0.945,1,2025-11-08,2.378,35.9,6.82,11.156
754,2,2,1346,2,1,6,3,2025-11-05T20:45:00.000+01:00,47,43,0,26.9,0.821,1.0,0.839,0.979,0,2025-11-07,1.701,36.64,6.68,10.888
755,1,0,1280,2,1,5,3,2025-11-05T20:45:00.000+01:00,42,37,1,44.39,0.72,1.0,0.755,0.954,1,2025-11-19,2.12,38.05,6.18,11.805
756,0,2,1754,2,1,19,0,2025-11-05T21:00:00.000+01:00,44,44,3,41.48,0.887,1.0,0.955,0.928,3,2025-11-07,2.1,38.83,6.7,10.95
757,2,2,536,2,0,5,1,2025-11-05T21:00:00.000+01:00,61,5,0,25.4,0.372,0.392,0.972,0.978,1,2025-11-05,1.041,33.11,5.12,6.297
758,1,2,494,2,1,12,3,2025-11-05T21:00:00.000+01:00,57,56,3,26.01,0.847,1.0,0.897,0.943,1,2025-11-06,1.966,34.26,6.57,11.51
759,0,0,1092,2,1,0,0,2025-11-05T21:15:00.000+01:00,68,69,1,25.89,0.805,1.0,0.823,0.978,1,2025-11-08,2.747,34.83,5.95,12.431
760,2,2,652,2,1,13,0,2025-11-05T21:15:00.000+01:00,69,71,3,36.83,0.754,1.0,0.792,0.952,2,2025-11-05,1.9,36.38,6.8,11.949
761,1,0,1562,2,1,5,3,2025-11-05T21:15:00.000+01:00,79,76,5,29.65,0.951,1.0,1.022,0.931,1,2025-11-08,1.176,38.38,6.61,11.23
762,0,2,752,2,1,12,3,2025-11-05T21:30:00.000+01:00,66,65,1,39.48,0.906,1.0,0.92,0.984,1,2025-11-07,1.688,34.57,6.92,12.649
763,2,0,810,2,1,11,0,2025-11-05T21:30:00.000+01:00,73,74,3,25.74,0.72,1.0,0.756,0.952,2,2025-11-19,1.969,37.26,6.26,13.002
764,1,0,1735,2,1,12,3,2025-11-05T21:30:00.000+01:00,51,46,1,29.1,0.951,1.0,0.974,0.976,1,2025-11-06,1.996,40.98,6.5,12.145
765,0,2,609,2,2,7,1,2025-11-05T21:45:00.000+01:00,61,18,1,29.54,0.699,0.877,0.855,0.932,0,2025-11-12,1.379,30.64,5.07,8.122
766,2,1,1808,2,1,12,3,2025-11-05T21:45:00.000+01:00,54,53,3,25.55,0.674,1.0,0.726,0.929,1,2025-11-06,1.472,43.21,6.16,12.561
767,1,2,1975,2,1,13,3,2025-11-05T21:45:00.000+01:00,50,45,1,38.72,0.843,1.0,0.872,0.967,2,2025-11-12,2.091,33.89,6.26,12.875
768,0,0,337,0,2,18,1,2025-11-05T22:00:00.000+01:00,48,11,0,32.52,0.645,0.903,0.738,0.968,1,2025-11-08,1.496,28.67,4.91,7.793
769,2,2,703,0,1,13,0,2025-11-05T22:00:00.000+01:00,68,70,1,28.89,0.751,1.0,0.765,0.982,2,2025-11-19,2.01,40.34,6.18,11.296
770,1,1,912,0,1,15,0,2025-11-05T22:00:00.000+01:00,49,50,3,35.95,0.688,1.0,0.733,0.938,1,2025-11-07,1.401,38.36,6.0,12.997
771,0,2,1081,0,2,10,1,2025-11-05T22:15:00.000+01:00,60,16,0,42.78,0.403,0.442,0.971,0.939,1,2025-11-06,1.266,31.82,5.54,8.132
772,2,0,1093,0,0,0,1,2025-11-05T22:15:00.000+01:00,54,5,0,35.3,0.273,0.342,0.843,0.948,1,2025-11-07,1.698,30.59,4.56,6.121
773,1,2,1169,0,1,5,3,2025-11-05T22:15:00.000+01:00,50,49,0,38.11,0.928,1.0,0.937,0.99,3,2025-11-07,2.12,39.58,6.75,11.039
774,0,1,1517,0,1,8,0,2025-11-05T22:30:00.000+01:00,50,51,2,26.15,0.912,1.0,0.956,0.954,0,2025-11-12,1.686,36.65,6.69,12.168
775,2,2,310,0,3,15,2,2025-11-05T22:30:00.000+01:00,60,4,0,27.82,0.79,0.855,0.935,0.987,1,2025-11-08,1.63,30.61,5.39,4.299
776,1,1,520,0,1,15,3,2025-11-05T22:30:00.000+01:00,63,60,1,27.09,0.865,1.0,0.882,0.981,1,2025-11-07,1.822,39.8,6.15,11.983
777,0,2,1128,0,1,13,3,2025-11-05T22:45:00.000+01:00,63,56,2,29.04,0.693,1.0,0.728,0.952,1,2025-11-08,1.429,38.15,6.69,12.655
778,2,1,1221,0,2,8,1,2025-11-05T22:45:00.000+01:00,76,18,0,34.06,0.544,0.505,1.076,1.0,1,2025-11-12,1.689,33.89,5.21,8.559
779,1,0,601,0,1,15,3,2025-11-05T22:45:00.000+01:00,47,44,2,30.83,0.752,1.0,0.791,0.951,1,2025-11-12,2.081,35.84,6.53,11.11
780,0,2,1682,0,1,1,0,2025-11-05T23:00:00.000+01:00,54,56,1,27.44,0.751,1.0,0.776,0.968,1,2025-11-07,2.114,40.66,6.93,11.308
781,2,2,1263,0,4,15,3,2025-11-05T23:00:00.000+01:00,75,16,0,26.99,0.787,0.902,0.923,0.946,1,2025-11-07,1.07,30.18,5.08,5.225
782,1,2,413,0,1,1,3,2025-11-05T23:00:00.000+01:00,73,70,3,33.99,0.993,1.0,1.044,0.951,3,2025-11-08,1.282,38.35,6.74,11.114
783,0,2,1425,0,1,17,3,2025-11-05T23:15:00.000+01:00,40,37,1,32.51,0.772,1.0,0.813,0.949,1,2025-11-12,1.995,39.26,6.36,12.866
784,2,0,1447,0,2,9,1,2025-11-05T23:15:00.000+01:00,42,17,0,40.81,0.796,0.753,1.098,0.963,1,2025-11-06,0.846,33.3,4.8,7.222
785,1,0,1481,0,1,0,3,2025-11-05T23:15:00.000+01:00,60,54,2,42.04,1.0,1.0,1.086,0.946,1,2025-11-12,2.21,35.29,6.49,12.195
786,0,2,1830,0,4,9,3,2025-11-05T23:30:00.000+01:00,47,9,0,30.18,0.566,0.617,0.961,0.953,1,2025-11-19,0.921,29.58,5.04,5.083
787,2,0,118,0,1,13,3,2025-11-05T23:30:00.000+01:00,74,69,1,32.91,0.931,1.0,0.95,0.98,1,2025-11-12,2.506,37.43,6.46,13.111
